0.036	 0.044	 0.044	 0.037	 0.037	 -0.033	 -0.021	 -0.032	 -0.006	 0.004	 -0.007	 -0.006	 0.000	 0.000	 -0.030	 -0.019	 0.026	 0.008	 0.036	 -0.044	 -0.044	 -0.044	 -0.006	 -0.007	 0.004	 -0.006	 -0.021	 -0.032	 -0.006	 -0.007	 0.004	 -0.006	 -0.021	 -0.032	 0.000	 0.014	 -0.016	 -0.031	 -0.041	 0.000	 0.000	 0.000	 0.033	 0.030	 0.032	 -0.025	 -0.025	 0.000	 -0.044	 -0.036	 -0.001	 0.044	 0.044	 0.044	 0.044	 0.033	 
0.124	 0.124	 0.124	 0.124	 0.124	 0.000	 -0.124	 -0.124	 -0.124	 -0.124	 -0.123	 -0.124	 0.000	 0.000	 0.125	 -0.124	 -0.124	 -0.124	 0.124	 -0.124	 -0.124	 -0.124	 -0.124	 -0.123	 -0.124	 -0.124	 -0.124	 -0.124	 -0.124	 -0.123	 -0.124	 -0.124	 -0.124	 -0.124	 -0.124	 -0.124	 -0.124	 0.124	 -0.124	 0.000	 0.000	 0.000	 0.124	 0.124	 0.124	 0.124	 0.124	 0.000	 -0.124	 -0.124	 -0.124	 0.124	 0.124	 0.124	 0.124	 0.000	 
0.000	 0.248	 0.248	 0.000	 0.000	 0.061	 -0.211	 -0.211	 -0.234	 -0.063	 -0.063	 -0.240	 0.000	 0.000	 -0.000	 -0.049	 -0.044	 -0.240	 0.000	 -0.219	 -0.197	 -0.204	 -0.234	 -0.063	 -0.063	 -0.240	 -0.211	 -0.211	 -0.234	 -0.063	 -0.063	 -0.240	 -0.211	 -0.211	 0.000	 0.026	 0.020	 0.020	 0.020	 0.003	 0.021	 -0.020	 0.003	 0.003	 -0.008	 -0.029	 -0.011	 -0.084	 -0.248	 -0.207	 -0.034	 0.248	 0.248	 0.248	 0.248	 0.003	 
-0.057	 -0.018	 -0.018	 -0.016	 -0.016	 0.000	 -0.002	 0.076	 0.037	 -0.065	 0.099	 0.037	 0.000	 0.000	 -0.098	 -0.046	 0.013	 0.039	 -0.057	 0.039	 0.021	 0.039	 0.037	 0.099	 -0.065	 0.037	 -0.002	 0.076	 0.037	 0.099	 -0.065	 0.037	 -0.002	 0.076	 0.000	 0.095	 0.127	 0.133	 0.119	 0.119	 0.025	 0.097	 0.119	 0.119	 0.029	 0.027	 0.102	 0.119	 0.018	 0.029	 0.076	 -0.018	 -0.018	 -0.018	 -0.018	 0.119	 
-0.281	 0.281	 0.281	 -0.270	 -0.270	 0.000	 0.300	 0.026	 -0.178	 -0.141	 -0.188	 -0.178	 0.000	 0.000	 0.281	 -0.176	 -0.245	 -0.267	 -0.281	 -0.145	 -0.281	 -0.145	 -0.178	 -0.188	 -0.141	 -0.178	 0.300	 0.026	 -0.178	 -0.188	 -0.141	 -0.178	 0.300	 0.026	 0.000	 0.532	 -0.279	 -0.315	 -0.464	 0.000	 0.000	 0.000	 0.278	 0.278	 0.279	 0.253	 0.253	 0.000	 -0.281	 0.281	 -0.180	 0.281	 0.281	 0.281	 0.281	 0.281	 
0.000	 -0.316	 -0.316	 0.316	 0.316	 0.000	 0.315	 0.318	 0.321	 0.317	 0.321	 0.321	 0.000	 0.000	 0.000	 0.314	 0.329	 0.320	 0.000	 0.316	 0.316	 0.316	 0.321	 0.321	 0.317	 0.321	 0.315	 0.318	 0.321	 0.321	 0.317	 0.321	 0.315	 0.318	 0.000	 -0.050	 -0.051	 -0.064	 -0.100	 -0.053	 -0.050	 -0.053	 -0.053	 -0.053	 -0.053	 -0.067	 -0.057	 -0.053	 0.316	 0.321	 0.322	 -0.316	 -0.316	 -0.316	 -0.316	 -0.053	 
0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 
0.304	 0.304	 0.304	 0.302	 0.302	 0.159	 -0.022	 -0.022	 -0.195	 0.158	 0.158	 -0.195	 0.000	 0.000	 0.000	 -0.201	 -0.189	 -0.070	 0.304	 -0.167	 -0.304	 -0.167	 -0.195	 0.158	 0.158	 -0.195	 -0.022	 -0.022	 -0.195	 0.158	 0.158	 -0.195	 -0.022	 -0.022	 0.000	 -0.220	 -0.300	 -0.272	 -0.236	 -0.304	 -0.304	 -0.304	 -0.314	 -0.311	 -0.304	 -0.251	 -0.294	 -0.304	 -0.304	 0.308	 -0.245	 0.304	 0.304	 0.304	 0.304	 -0.304	 
-0.075	 -0.234	 -0.234	 -0.075	 -0.075	 -0.238	 -0.082	 -0.082	 0.119	 -0.123	 -0.123	 0.119	 -0.075	 -0.075	 0.075	 0.178	 0.123	 -0.030	 -0.075	 0.217	 0.223	 0.218	 0.119	 -0.123	 -0.123	 0.119	 -0.082	 -0.082	 0.119	 -0.123	 -0.123	 0.119	 -0.082	 -0.082	 0.075	 -0.262	 -0.271	 -0.279	 -0.327	 -0.368	 -0.251	 -0.250	 -0.236	 -0.237	 -0.269	 -0.299	 -0.359	 -0.276	 0.234	 -0.141	 0.196	 -0.234	 -0.234	 -0.234	 -0.234	 -0.368	 
0.000	 -0.253	 -0.253	 0.000	 0.000	 -0.178	 -0.262	 -0.262	 0.206	 0.043	 0.043	 0.206	 0.000	 0.000	 -0.095	 0.152	 -0.214	 0.134	 0.000	 0.217	 0.255	 0.217	 0.206	 0.043	 0.043	 0.206	 -0.262	 -0.262	 0.206	 0.043	 0.043	 0.206	 -0.262	 -0.262	 0.000	 -0.309	 0.175	 0.147	 -0.024	 0.046	 0.238	 0.238	 0.051	 0.080	 -0.036	 -0.121	 -0.026	 -0.160	 0.253	 0.031	 0.314	 -0.253	 -0.253	 -0.253	 -0.253	 -0.051	 
0.124	 -0.124	 -0.124	 0.124	 0.124	 0.000	 0.124	 -0.095	 -0.124	 -0.124	 0.161	 -0.124	 0.000	 0.000	 0.124	 -0.124	 -0.124	 -0.124	 0.124	 0.124	 0.124	 0.124	 -0.124	 0.161	 -0.124	 -0.124	 0.124	 -0.095	 -0.124	 0.162	 -0.124	 -0.124	 0.124	 -0.094	 0.000	 -0.043	 0.052	 0.046	 -0.019	 0.001	 -0.042	 0.055	 0.124	 -0.029	 -0.023	 -0.007	 -0.001	 -0.008	 0.124	 -0.124	 0.124	 -0.124	 -0.124	 -0.124	 -0.124	 0.001	 
0.036	 0.021	 0.021	 0.036	 0.036	 0.009	 -0.024	 0.012	 -0.029	 -0.017	 -0.014	 -0.029	 0.039	 -0.009	 0.014	 -0.039	 0.033	 -0.038	 0.036	 -0.027	 -0.025	 -0.027	 -0.029	 -0.014	 -0.017	 -0.029	 -0.024	 0.012	 -0.029	 -0.014	 -0.017	 -0.029	 -0.024	 0.012	 -0.039	 -0.066	 -0.060	 -0.062	 -0.062	 -0.062	 -0.060	 -0.059	 0.041	 0.042	 -0.024	 -0.034	 -0.054	 -0.050	 -0.021	 -0.036	 0.043	 0.021	 0.021	 0.021	 0.021	 -0.062	 
0.139	 0.070	 0.070	 0.107	 0.107	 0.000	 -0.104	 -0.130	 -0.132	 -0.113	 -0.117	 -0.132	 0.000	 0.000	 -0.061	 -0.047	 -0.078	 -0.131	 0.139	 0.111	 -0.075	 0.111	 -0.132	 -0.117	 -0.113	 -0.132	 -0.104	 -0.130	 -0.132	 -0.117	 -0.113	 -0.132	 -0.104	 -0.130	 0.000	 0.133	 0.026	 0.019	 0.145	 0.129	 0.044	 0.044	 0.129	 0.129	 0.129	 0.291	 0.187	 0.129	 -0.069	 -0.130	 -0.124	 0.070	 0.070	 0.070	 0.070	 0.129	 
0.000	 0.000	 0.021	 0.000	 0.000	 0.000	 -0.059	 -0.059	 -0.045	 -0.051	 -0.051	 -0.045	 0.000	 0.000	 0.002	 0.015	 -0.008	 -0.000	 0.000	 0.000	 0.008	 -0.008	 -0.045	 -0.051	 -0.051	 -0.045	 -0.059	 -0.059	 -0.046	 -0.054	 -0.054	 -0.046	 -0.059	 -0.059	 0.000	 0.041	 0.041	 0.041	 0.041	 0.041	 0.041	 0.041	 0.041	 0.041	 0.041	 0.041	 0.041	 0.041	 -0.021	 -0.012	 -0.059	 0.011	 0.018	 -0.031	 -0.022	 0.041	 
-0.121	 -0.121	 -0.121	 -0.121	 -0.121	 0.000	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 -0.121	 -0.121	 -0.121	 0.121	 0.121	 0.121	 -0.121	 0.122	 0.121	 0.122	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 0.121	 0.045	 0.036	 -0.122	 -0.127	 0.000	 0.000	 0.000	 -0.029	 -0.049	 -0.012	 -0.121	 -0.121	 0.000	 0.121	 0.123	 0.121	 -0.121	 -0.121	 -0.121	 -0.121	 0.000	 
0.326	 -0.326	 -0.326	 0.326	 0.326	 0.156	 0.139	 0.139	 -0.039	 -0.059	 -0.059	 -0.039	 0.326	 0.326	 -0.323	 -0.328	 -0.293	 -0.314	 0.326	 0.257	 0.328	 0.257	 -0.039	 -0.059	 -0.059	 -0.039	 0.139	 0.139	 -0.039	 -0.058	 -0.058	 -0.039	 0.139	 0.139	 -0.326	 -0.210	 -0.079	 -0.144	 -0.199	 -0.020	 0.037	 0.010	 0.322	 0.325	 0.080	 -0.031	 -0.024	 -0.037	 0.326	 -0.147	 0.286	 -0.326	 -0.326	 -0.326	 -0.326	 0.152	 
0.000	 0.000	 -0.048	 0.000	 0.000	 -0.048	 -0.045	 -0.045	 0.006	 0.024	 0.024	 0.006	 0.000	 0.000	 0.005	 0.008	 -0.006	 -0.005	 0.000	 0.035	 0.043	 0.031	 0.006	 0.024	 0.024	 0.006	 -0.045	 -0.045	 0.006	 0.024	 0.024	 0.006	 -0.045	 -0.045	 0.000	 -0.085	 -0.095	 -0.099	 -0.099	 -0.119	 -0.094	 -0.101	 -0.119	 -0.119	 -0.019	 -0.117	 -0.120	 -0.117	 0.048	 0.007	 -0.003	 -0.047	 -0.048	 0.038	 0.012	 -0.119	 
0.000	 0.000	 -0.048	 0.198	 0.198	 0.000	 -0.199	 -0.199	 0.198	 0.198	 0.198	 0.198	 0.000	 0.000	 -0.180	 -0.198	 0.198	 0.194	 -0.048	 0.203	 -0.026	 0.203	 0.198	 0.198	 0.198	 0.198	 -0.199	 -0.199	 0.198	 0.198	 0.198	 0.198	 -0.199	 -0.199	 0.000	 0.306	 0.328	 0.320	 0.305	 0.365	 0.328	 0.328	 0.365	 0.365	 0.190	 0.311	 0.363	 0.296	 0.048	 0.198	 0.198	 -0.053	 -0.047	 -0.104	 -0.104	 0.365	 
0.000	 0.000	 0.004	 0.008	 0.008	 0.000	 -0.008	 -0.008	 0.008	 0.008	 0.008	 0.008	 0.000	 0.000	 -0.008	 -0.008	 0.008	 0.010	 0.025	 0.008	 0.007	 0.008	 0.008	 0.008	 0.008	 0.008	 -0.008	 -0.008	 0.008	 0.008	 0.008	 0.008	 -0.008	 -0.008	 0.000	 0.137	 0.137	 0.134	 0.134	 0.136	 0.137	 0.137	 0.136	 0.136	 0.135	 0.123	 0.133	 0.136	 -0.004	 0.008	 0.008	 -0.007	 0.006	 0.014	 0.014	 0.136	 
-0.051	 -0.043	 -0.043	 -0.050	 -0.050	 0.020	 0.032	 0.032	 0.027	 0.031	 0.031	 0.027	 -0.066	 -0.066	 0.166	 0.021	 -0.015	 0.006	 -0.051	 0.069	 0.092	 0.069	 0.027	 0.031	 0.031	 0.027	 0.032	 0.032	 0.027	 0.031	 0.031	 0.027	 0.032	 0.032	 0.165	 -0.112	 -0.168	 -0.180	 -0.122	 -0.218	 -0.218	 -0.218	 -0.024	 -0.023	 -0.274	 -0.219	 -0.231	 -0.218	 0.043	 0.029	 0.033	 -0.043	 -0.043	 -0.043	 -0.043	 -0.218	 
-0.048	 0.019	 0.019	 -0.085	 -0.085	 0.000	 -0.008	 0.021	 0.041	 0.030	 0.069	 0.055	 0.000	 0.000	 -0.064	 -0.010	 0.009	 0.012	 -0.048	 -0.013	 -0.019	 -0.013	 0.041	 0.069	 0.030	 0.055	 -0.008	 0.021	 0.041	 0.069	 0.030	 0.055	 -0.008	 0.021	 0.000	 0.041	 0.085	 0.086	 0.054	 0.090	 0.067	 0.082	 0.010	 0.023	 0.065	 0.073	 0.088	 0.064	 -0.019	 0.009	 -0.011	 0.019	 0.019	 0.019	 0.019	 0.090	 
